,Instructions,Supplier,Supplier Delivery Note,Date,Posting Time,Branch,Currency,Exchange Rate,Item Code (Items),Item Name (Items),Rate (Company Currency) (Items),Received Quantity (Items),Accepted Quantity (Items),UOM (Items),Accepted Warehouse (Items),Purchase Order (Items),Purchase Order Item (Items),Purchase Invoice (Items),Purchase Invoice Item (Items
0,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00001,03/01/2025,,SURABAYA,,,SVC100AYL,DAIKIN SVC100AYL,,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00001,,,
1,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00002,03/01/2025,,SURABAYA,,,STC15NV,DAIKIN STC-15NV,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00002,,,
2,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00002,03/01/2025,,SURABAYA,,,STC50XV,DAIKIN STC-50XV,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00002,,,
3,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00003,03/01/2025,,SURABAYA,,,STV50CXV,DAIKIN STV-50CXV,,6,6,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00003,,,
4,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00003,03/01/2025,,SURABAYA,,,STC20NV,DAIKIN STC-20NV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00003,,,
5,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00003,03/01/2025,,SURABAYA,,,STKC25TV,DAIKIN STKC-25TV,,2,2,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00003,,,
6,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00004,03/01/2025,,SURABAYA,,,2MKC20RVM1515,DAIKIN 2MKC20RVM (15+15),,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00004,,,
7,,SAMI JAYA,RI.2025.01.00005,03/01/2025,,SURABAYA,,,GWC05MOO5S,GREE GWC-05MOO5S,,30,30,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00005,,,
8,,PT LG ELECTRONICS INDONESIA,RI.2025.01.00006,04/01/2025,,SURABAYA,,,T09EV5,LG T09EV5,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00007,,,
9,,PT AKARI INDONESIA,RI.2025.01.00008,04/01/2025,,SURABAYA,,,A05TC88NLW,AKARI A05TC88NLW,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00010,,,
10,,PT CHANGHONG MEILING ELECTRIC INDONESIA,RI.2025.01.00007,04/01/2025,,SURABAYA,,,CSC12NVB4,CHANGHONG CSC-12NVB4,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00006,,,
11,,PT CHANGHONG MEILING ELECTRIC INDONESIA,RI.2025.01.00007,04/01/2025,,SURABAYA,,,CSC09RDX4,CHANGHONG CSC-09RDX4,,7,7,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00006,,,
12,,PT SARANA KENCANA MULYA,RI.2025.01.00009,04/01/2025,,SURABAYA,,,PAC05VH,POLYTRON PAC05VH,,40,40,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00101,,,
13,,PT SARANA KENCANA MULYA,RI.2025.01.00010,04/01/2025,,SURABAYA,,,PAC09VH,POLYTRON PAC09VH,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00101,,,
14,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00011,06/01/2025,,SURABAYA,,,AHX6BEY,SHARP AH-X6BEY,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00196,,,
15,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00011,06/01/2025,,SURABAYA,,,AHX10BEY,SHARP AH-X10BEY,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00196,,,
16,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00011,06/01/2025,,SURABAYA,,,PB40509,"SHARP 1/4""-3/8"" (0,50-0,60)",,3,3,ROL20,GD. UTAMA (SBY) - CBP,PO.2024.12.00196,,,
17,,PT CATURAGA TIARA PERSADA,RI.2025.01.00012,06/01/2025,,SURABAYA,,,CW0501RA,REIWA CW-0501RA,,35,35,UNIT,GD. UTAMA (SBY) - CBP,PO.2025.01.00009,,,
18,,PT SUMBER MANDIRI SURABAYA,RI.2025.01.00013,06/01/2025,,SURABAYA,,,HDSPIRALDRAIN,HD SPIRAL DRAIN,,5,5,ROL50,GD. UTAMA (SBY) - CBP,PO.2025.01.00015,,,
19,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00014,07/01/2025,,SURABAYA,,,STV60CXV,DAIKIN STV-60CXV,,14,14,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00008,,,
20,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00014,07/01/2025,,SURABAYA,,,STC50XV,DAIKIN STC-50XV,,45,45,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00008,,,
21,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00014,07/01/2025,,SURABAYA,,,STC25NV,DAIKIN STC-25NV,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00008,,,
22,,PT TRIMASTER JAYA ABADI,RI.2025.01.00015,07/01/2025,,SURABAYA,,,GEVER1438,"GEVER INVERTER 1/4-3/8""",,8,8,ROL30,GD. UTAMA (SBY) - CBP,PO.2025.01.00027,,,
23,,PT SARANA KENCANA MULYA,RI.2025.01.00016,07/01/2025,,SURABAYA,,,PAC05VH,POLYTRON PAC05VH,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00101,,,
24,,PT SARANA KENCANA MULYA,RI.2025.01.00017,07/01/2025,,SURABAYA,,,PAC09VH,POLYTRON PAC09VH,,40,40,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00101,,,
25,,PT SARANA KENCANA MULYA,RI.2025.01.00018,07/01/2025,,SURABAYA,,,PAC18VH,POLYTRON PAC18VH,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00020,,,
26,,PT MEGAH PERTAMA INDAH,RI.2025.01.00021,07/01/2025,,SURABAYA,,,PWC776,POLYTRON PWC-776,,1,1,UNIT,GD. UTAMA (SBY) - CBP,PO.2025.01.00018,,,
27,,PT SARANA KENCANA MULYA,RI.2025.01.00019,07/01/2025,,SURABAYA,,,PAC05VZI,POLYTRON PAC05VZI,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00023,,,
28,,PT SARANA KENCANA MULYA,RI.2025.01.00019,07/01/2025,,SURABAYA,,,PAC09VZI,POLYTRON PAC09VZI,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00023,,,
29,,PT MEGAH PERTAMA INDAH,RI.2025.01.00020,07/01/2025,,SURABAYA,,,L43H7,CHANGHONG L43H7,,7,7,BH,GD. UTAMA (SBY) - CBP,PO.2025.01.00013,,,
30,,PT MEGAH PERTAMA INDAH,RI.2025.01.00020,07/01/2025,,SURABAYA,,,GMB50,GEA GMB50,,3,3,BH,GD. UTAMA (SBY) - CBP,PO.2025.01.00013,,,
31,,CV MUARA PERKASA,RI.2025.01.00022,08/01/2025,,BALI,,,GWC05MOO5S,GREE GWC-05MOO5S,,20,20,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00030,,,
32,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00024,08/01/2025,,SURABAYA,,,STC35NV,DAIKIN STC-35NV,,3,3,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00025,,,
33,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00024,08/01/2025,,SURABAYA,,,STC50XV,DAIKIN STC-50XV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00025,,,
34,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00024,08/01/2025,,SURABAYA,,,STKF35AV,DAIKIN STKF-35AV,,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00025,,,
35,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00024,08/01/2025,,SURABAYA,,,STV50CXV,DAIKIN STV-50CXV,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00025,,,
36,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00024,08/01/2025,,SURABAYA,,,STC15NV,DAIKIN STC-15NV,,2,2,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00025,,,
37,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00024,08/01/2025,,SURABAYA,,,STC25NV,DAIKIN STC-25NV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00025,,,
38,,CV BALLY AIRCOND,RI.2025.01.00023,08/01/2025,,BALI,,,GWC18N1A,GREE GWC-18N1A,,5,5,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00031,,,
39,,CV BALLY AIRCOND,RI.2025.01.00023,08/01/2025,,BALI,,,GWC12N1A,GREE GWC-12N1A,,5,5,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00031,,,
40,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00025,08/01/2025,,SURABAYA,,,STP15AV9,DAIKIN STP-15AV9,,32,32,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00021,,,
41,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00025,08/01/2025,,SURABAYA,,,STP25AV9,DAIKIN STP-25AV9,,18,18,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00021,,,
42,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00026,08/01/2025,,SURABAYA,,,SVC85AYL,DAIKIN SVC85AYL,,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00017,,,
43,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00027,08/01/2025,,SURABAYA,,,2MKC20RVM1515,DAIKIN 2MKC20RVM (15+15),,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00026,,,
44,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00029,08/01/2025,,SURABAYA,,,STC15NV,DAIKIN STC-15NV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00016,,,
45,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00029,08/01/2025,,SURABAYA,,,STC35NV,DAIKIN STC-35NV,,3,3,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00016,,,
46,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00029,08/01/2025,,SURABAYA,,,STKC35TV,DAIKIN STKC-35TV,,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00016,,,
47,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00029,08/01/2025,,SURABAYA,,,STV15CXV,DAIKIN STV-15CXV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00016,,,
48,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00029,08/01/2025,,SURABAYA,,,STV50CXV,DAIKIN STV-50CXV,,2,2,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00016,,,
49,,PT CHANGHONG MEILING ELECTRIC INDONESIA,RI.2025.01.00028,08/01/2025,,SURABAYA,,,CSC09NVC4,CHANGHONG CSC-09NVC4,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00006,,,
50,,PT CHANGHONG MEILING ELECTRIC INDONESIA,RI.2025.01.00028,08/01/2025,,SURABAYA,,,CSC18NVB3,CHANGHONG CSC-18NVB3,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00006,,,
51,,CV BANDUNG GEMILANG SENTOSA,RI.2025.01.00036,09/01/2025,,SURABAYA,,,GWC09C3ES,GREE GWC-09C3ES,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00029,,,
52,,CV BANDUNG GEMILANG SENTOSA,RI.2025.01.00036,09/01/2025,,SURABAYA,,,GWC09F5S,GREE GWC-09F5S,,8,8,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00029,,,
53,,CV BANDUNG GEMILANG SENTOSA,RI.2025.01.00036,09/01/2025,,SURABAYA,,,GWC12F5S,GREE GWC-12F5S,,2,2,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00029,,,
54,,CV BANDUNG GEMILANG SENTOSA,RI.2025.01.00036,09/01/2025,,SURABAYA,,,GWC12N1A,GREE GWC-12N1A,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00029,,,
55,,CV BANDUNG GEMILANG SENTOSA,RI.2025.01.00036,09/01/2025,,SURABAYA,,,GWC18N1A,GREE GWC-18N1A,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00029,,,
56,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00032,09/01/2025,,BALI,,,AHX18ZY,SHARP AH-X18ZY,,5,5,SET,GD. UTAMA (BALI) - CBP,PO.2024.12.00163,,,
57,,PT SAMSUNG ELECTRONICS INDONESIA,RI.2025.01.00030,09/01/2025,,SURABAYA,,,AR05BGHQ,SAMSUNG AR05BGHQ,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2024.11.00059,,,
58,,PT SAMSUNG ELECTRONICS INDONESIA,RI.2025.01.00030,09/01/2025,,SURABAYA,,,AR09BGHQ,SAMSUNG AR09BGHQ,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2024.11.00059,,,
59,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00031,09/01/2025,,SURABAYA,,,STKQ15UV,DAIKIN STKQ-15UV,,7,7,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00033,,,
60,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00031,09/01/2025,,SURABAYA,,,STV15CXV,DAIKIN STV-15CXV,,2,2,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00033,,,
61,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00031,09/01/2025,,SURABAYA,,,STV35CXV,DAIKIN STV-35CXV,,2,2,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00033,,,
62,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00033,09/01/2025,,BALI,,,AHA5BEY,SHARP AH-A5BEY,,20,20,SET,GD. UTAMA (BALI) - CBP,PO.2024.12.00163,,,
63,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00034,09/01/2025,,BALI,,,AHA9ZCY,SHARP AH-A9ZCY,,10,10,SET,GD. UTAMA (BALI) - CBP,PO.2024.12.00163,,,
64,,PT CHANGHONG MEILING ELECTRIC INDONESIA,RI.2025.01.00035,09/01/2025,,SURABAYA,,,CSC05NVB4,CHANGHONG CSC-05NVB4,,25,25,SET,GD. UTAMA (BALI) - CBP,PO.2024.11.00069,,,
65,,CV MULTI GUNA SELARAS,RI.2025.01.00037,09/01/2025,,SURABAYA,,,SRK05CR,MITSUBISHI HEAVY INDUSTRIES SRK05CR,,3,3,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00037,,,
66,,CV MULTI GUNA SELARAS,RI.2025.01.00037,09/01/2025,,SURABAYA,,,SRK09CTR,MITSUBISHI HEAVY INDUSTRIES SRK09CTR,,4,4,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00037,,,
67,,CV MULTI GUNA SELARAS,RI.2025.01.00037,09/01/2025,,SURABAYA,,,SRK09CXP,MITSUBISHI HEAVY INDUSTRIES SRK09CXP,,6,6,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00037,,,
68,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00040,10/01/2025,,SURABAYA,,,STC15NV,DAIKIN STC-15NV,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00036,,,
69,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00040,10/01/2025,,SURABAYA,,,STC20NV,DAIKIN STC-20NV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00036,,,
70,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00040,10/01/2025,,SURABAYA,,,STC25NV,DAIKIN STC-25NV,,20,20,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00036,,,
71,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00040,10/01/2025,,SURABAYA,,,STC35NV,DAIKIN STC-35NV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00036,,,
72,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00040,10/01/2025,,SURABAYA,,,STC50XV,DAIKIN STC-50XV,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00036,,,
73,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00040,10/01/2025,,SURABAYA,,,STKC25TV,DAIKIN STKC-25TV,,2,2,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00036,,,
74,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00040,10/01/2025,,SURABAYA,,,STV50CXV,DAIKIN STV-50CXV,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00036,,,
75,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00038,10/01/2025,,SURABAYA,,,AHX6BEY,SHARP AH-X6BEY,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00196,,,
76,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00038,10/01/2025,,SURABAYA,,,AHX10BEY,SHARP AH-X10BEY,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00196,,,
77,,PT SHARP ELECTRONICS INDONESIA,RI.2025.01.00038,10/01/2025,,SURABAYA,,,PB40509,"SHARP 1/4""-3/8"" (0,50-0,60)",,3,3,ROL20,GD. UTAMA (SBY) - CBP,PO.2024.12.00196,,,
78,,CV BALLY AIRCOND,RI.2025.01.00039,10/01/2025,,BALI,,,GWC0507CSS,GREE GWC0507CSS,,1,1,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00031,,,
79,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STC25NV,DAIKIN STC-25NV,,8,8,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
80,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STC35NV,DAIKIN STC-35NV,,7,7,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
81,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STC50XV,DAIKIN STC-50XV,,15,15,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
82,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STKC25TV,DAIKIN STKC-25TV,,2,2,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
83,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STKQ20UV,DAIKIN STKQ-20UV,,2,2,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
84,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STKQ25UV,DAIKIN STKQ-25UV,,2,2,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
85,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STKQ50UV,DAIKIN STKQ-50UV,,2,2,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
86,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00041,10/01/2025,,BALI,,,STV35CXV,DAIKIN STV-35CXV,,7,7,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00022,,,
87,,PT PANASONIC GOBEL INDONESIA,RI.2025.01.00042,10/01/2025,,SURABAYA,,,FEU409A2,PANASONIC F-EU409-A2,,10,10,BH,GD. UTAMA (SBY) - CBP,PO.2025.01.00039,,,
88,,PT PANASONIC GOBEL INDONESIA,RI.2025.01.00042,10/01/2025,,SURABAYA,,,FV15TGU1W,PANASONIC FV-15TGU1-W,,20,20,BH,GD. UTAMA (SBY) - CBP,PO.2025.01.00039,,,
89,,PT PANASONIC GOBEL INDONESIA,RI.2025.01.00042,10/01/2025,,SURABAYA,,,FV25TGU5W,PANASONIC FV-25TGU5-W,,20,20,BH,GD. UTAMA (SBY) - CBP,PO.2025.01.00039,,,
90,,CV BANDUNG GEMILANG SENTOSA,RI.2025.01.00043,10/01/2025,,SURABAYA,,,GWC09MOO5S,GREE GWC-09MOO5S,,19,19,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00038,,,
91,,PT MIDEA PLANET INDONESIA,RI.2025.01.00044,10/01/2025,,SURABAYA,,,MSFC05CRN2X,MIDEA MSFC05CRN2X,,20,20,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00024,,,
92,,PT MIDEA PLANET INDONESIA,RI.2025.01.00045,10/01/2025,,SURABAYA,,,MSAF05CRN2,MIDEA MSAF05CRN2,,100,100,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00028,,,
93,,CV MULTI GUNA SELARAS,RI.2025.01.00046,11/01/2025,,SURABAYA,,,FDF125CSV,MITSUBISHI HEAVY INDUSTRIES FDF125CSV,,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00050,,,
94,,PT CHANGHONG MEILING ELECTRIC INDONESIA,RI.2025.01.00047,11/01/2025,,SURABAYA,,,CSC05NVB4,CHANGHONG CSC-05NVB4,,50,50,SET,GD. UTAMA (SBY) - CBP,PO.2024.11.00069,,,
95,,PT SARANA KENCANA MULYA,RI.2025.01.00048,11/01/2025,,SURABAYA,,,PAC05VH,POLYTRON PAC05VH,,72,72,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00019,,,
96,,PT SARANA KENCANA MULYA,RI.2025.01.00181,13/01/2025,,SURABAYA,,,PAC09VH,POLYTRON PAC09VH,,15,15,SET,GD. UTAMA (SBY) - CBP,PO.2024.12.00101,,,
97,,PT CATURAGA TIARA PERSADA,RI.2025.01.00050,13/01/2025,,SURABAYA,,,CW0501RA,REIWA CW-0501RA,,35,35,UNIT,GD. UTAMA (SBY) - CBP,PO.2025.01.00009,,,
98,,CV BALLY AIRCOND,RI.2025.01.00052,13/01/2025,,BALI,,,GWC09MOO5S,GREE GWC-09MOO5S,,15,15,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00042,,,
99,,CV BALLY AIRCOND,RI.2025.01.00052,13/01/2025,,BALI,,,GWC09F5S,GREE GWC-09F5S,,5,5,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00042,,,
100,,CV BALLY AIRCOND,RI.2025.01.00049,13/01/2025,,BALI,,,GWC12N1A,GREE GWC-12N1A,,12,12,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00040,,,
101,,CV BALLY AIRCOND,RI.2025.01.00051,13/01/2025,,BALI,,,GWC07MOO5S,GREE GWC-07MOO5S,,5,5,SET,GD. UTAMA (BALI) - CBP,PO.2025.01.00042,,,
102,,PT TRIMASTER JAYA ABADI,RI.2025.01.00053,13/01/2025,,SURABAYA,,,GEVER1412,"GEVER INVERTER 1/4-1/2""",,3,3,ROL30,GD. UTAMA (SBY) - CBP,PO.2025.01.00058,,,
103,,PT TRIMASTER JAYA ABADI,RI.2025.01.00053,13/01/2025,,SURABAYA,,,GEVER1438,"GEVER INVERTER 1/4-3/8""",,8,8,ROL30,GD. UTAMA (SBY) - CBP,PO.2025.01.00058,,,
104,,PT FLIFE TECHNOLOGIES INDONESIA,RI.2025.01.00054,13/01/2025,,SURABAYA,,,FAC05FC00,FLIFE FAC-05FC00,,3,3,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00049,,,
105,,PT FLIFE TECHNOLOGIES INDONESIA,RI.2025.01.00054,13/01/2025,,SURABAYA,,,FAC09FC00,FLIFE FAC-09FC00,,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00049,,,
106,,CV MIAMI ELECTRONIC,RI.2025.01.00055,13/01/2025,,SURABAYA,,,GWC05C3ES,GREE GWC-05C3ES,,8,8,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00043,,,
107,,CV MIAMI ELECTRONIC,RI.2025.01.00055,13/01/2025,,SURABAYA,,,GWC07C3ES,GREE GWC-07C3ES,,3,3,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00043,,,
108,,CV MIAMI ELECTRONIC,RI.2025.01.00055,13/01/2025,,SURABAYA,,,GWC07MOO5S,GREE GWC-07MOO5S,,9,9,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00043,,,
109,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00056,13/01/2025,,SURABAYA,,,4010742,EVAPORATOR FCNQ42MV,,1,1,BH,GD. UTAMA (SBY) - CBP,PO.2025.01.00011,,,
110,,PT DAIKIN AIRCONDITIONING INDONESIA,RI.2025.01.00056,13/01/2025,,SURABAYA,,,4010814,DRAIN PAN ASSY,,1,1,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00011,,,
111,,PT LG ELECTRONICS INDONESIA,RI.2025.01.00057,13/01/2025,,SURABAYA,,,T09EV5,LG T09EV5,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00007,,,
112,,PT LG ELECTRONICS INDONESIA,RI.2025.01.00058,13/01/2025,,SURABAYA,,,T12EV5,LG T12EV5,,3,3,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00032,,,
113,,PT PANASONIC GOBEL INDONESIA,RI.2025.01.00059,13/01/2025,,SURABAYA,,,CSCUPU9AKJ,PANASONIC CS/CU-PU9AKJ,,3,3,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00048,,,
114,,PT SUMBER MANDIRI SURABAYA,RI.2025.01.00060,13/01/2025,,SURABAYA,,,HDSPIRALDRAIN,HD SPIRAL DRAIN,,15,15,ROL50,GD. UTAMA (SBY) - CBP,PO.2025.01.00057,,,
115,,PT SARANA KENCANA MULYA,RI.2025.01.00062,13/01/2025,,SURABAYA,,,PAC05VZI,POLYTRON PAC05VZI,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00041,,,
116,,PT SARANA KENCANA MULYA,RI.2025.01.00062,13/01/2025,,SURABAYA,,,PAC09VZI,POLYTRON PAC09VZI,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00041,,,
117,,PT SARANA KENCANA MULYA,RI.2025.01.00062,13/01/2025,,SURABAYA,,,PAC05VZSI,POLYTRON PAC05VZSI,,10,10,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00041,,,
118,,PT SARANA KENCANA MULYA,RI.2025.01.00062,13/01/2025,,SURABAYA,,,PAC09VZSI,POLYTRON PAC09VZSI,,5,5,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00041,,,
119,,PT SARANA KENCANA MULYA,RI.2025.01.00063,13/01/2025,,SURABAYA,,,PAC05VH,POLYTRON PAC05VH,,35,35,SET,GD. UTAMA (SBY) - CBP,PO.2025.01.00019,,,
120,,PT JATIM WATKORAYA,RI.2025.01.00061,13/01/2025,,SURABAYA,,,ETERNA3X2.5MM,"ETERNA 3X2,5MM",,15,15,ROL50,GD. UTAMA (SBY) - CBP,PO.2025.01.00064,,,
